MMS ID,Handle,Title,dc:type,dc:format,dcterms:format,Thumbnail?,File Opens?,Needs Attention?
991011590737804641,http://hdl.handle.net/11084/6326,"""Goodnow Hall, Grinnell College, Grinnell, Iowa -- 26""",postcard,reformatted digital,image/tiff,,,
991011590737904641,http://hdl.handle.net/11084/6484,"""Scene on Fourth Ave., Grinnell, Ia. -- 6 --""",photograph,reformatted digital,image/tiff,,,
991011590738004641,http://hdl.handle.net/11084/6309,"""Ahrens Medical Arts Building""",photograph,reformatted digital,image/tiff,,,
991011590738104641,http://hdl.handle.net/11084/6174,"""Service at the Old Stone Church""",photograph,reformatted digital,image/tiff,,,
991011590738204641,http://hdl.handle.net/11084/30332,"""Food-4-Less""",slide,reformatted digital,image/jpeg,,,
991011590738304641,http://hdl.handle.net/11084/6121,"""Drama in the Church""",pamphlet,reformatted digital,application/pdf,,,
991011590738404641,http://hdl.handle.net/11084/6069,"""Great Grinnell Fire""",photograph,reformatted digital,image/tiff,,,
991011590738504641,http://hdl.handle.net/11084/6173,"""Congregational Church, Grinnell, Iowa [001]""",photograph,reformatted digital,image/tiff,,,
991011590738604641,http://hdl.handle.net/11084/30278,"""Sunset Avenue Looking North""",slide,reformatted digital,image/jpeg,,,
991011590738704641,http://hdl.handle.net/11084/30331,"""Cherokee Archer Aircraft""",slide,reformatted digital,image/jpeg,,,
991011590738804641,http://hdl.handle.net/11084/6483,"""Concession Stand at the Strand""",photograph,reformatted digital,image/tiff,,,
991011590738904641,http://hdl.handle.net/11084/6305,"""High School, Grinnell, Iowa [003]""",postcard,reformatted digital,image/tiff,,,
991011590739004641,http://hdl.handle.net/11084/30330,"""Cherokee Warrior Aircraft""",slide,reformatted digital,image/jpeg,,,
991011590739104641,http://hdl.handle.net/11084/6172,"""Colonial Theater""",photograph,reformatted digital,image/tiff,,,
991011590739204641,http://hdl.handle.net/11084/6482,"""Grinnell United Church of Christ""",photograph,reformatted digital,image/tiff,,,
991011590739304641,http://hdl.handle.net/11084/6300,"""Rock Island Railroad Train in Grinnell, Iowa""",photograph,reformatted digital,image/tiff,,,
991011590739404641,http://hdl.handle.net/11084/6120,"""Carmen""",program,reformatted digital,application/pdf,,,
991011590739504641,http://hdl.handle.net/11084/6171,"""Grinnell College Campus""",photograph,reformatted digital,image/tiff,,,
991011590739604641,http://hdl.handle.net/11084/30329,"""View of Grinnell from the South""",slide,reformatted digital,image/jpeg,,,
991011590739704641,http://hdl.handle.net/11084/6068,"""Grinnell Fire Department [003]""",photograph,reformatted digital,image/tiff,,,
991011590739804641,http://hdl.handle.net/11084/6296,"""Winter street scene on 4th Avenue""",photograph,reformatted digital,image/tiff,,,
991011590739904641,http://hdl.handle.net/11084/6170,"""House at 6th and Ann Streets, Grinnell, Iowa""",photograph,reformatted digital,image/tiff,,,
991011590740004641,http://hdl.handle.net/11084/6119,"""Tyranny of Tears""",program,reformatted digital,application/pdf,,,
991011590740104641,http://hdl.handle.net/11084/6475,"""Main Street between Commercial and 4th""",image,reformatted digital,image/tiff,,,
991011590740204641,http://hdl.handle.net/11084/6067,"""Tuesday Club Dinner""",photograph,,,,,
991011590740304641,http://hdl.handle.net/11084/30328,"""South Entrance to Grinnell""",slide,reformatted digital,image/jpeg,,,
991011590740404641,http://hdl.handle.net/11084/6474,"""South Side of Stewart Library""",photograph,reformatted digital,image/tiff,,,
991011590740504641,http://hdl.handle.net/11084/6066,"""Bell Straight-Working Panorama Camera""",advertisement,reformatted digital,image/tiff,,,
991011590740604641,http://hdl.handle.net/11084/6169,"""Spaulding Plant [002]""",postcard,reformatted digital,image/tiff,,,
991011590740704641,http://hdl.handle.net/11084/6284,"""Car Show""",postcard,reformatted digital,image/tiff,,,
991011590740804641,http://hdl.handle.net/11084/30277,"""232 8th Avenue West [001]""",slide,reformatted digital,image/jpeg,,,
991011590740904641,http://hdl.handle.net/11084/6473,"""Circulation Desk at Stewart Library [001]""",photograph,reformatted digital,image/tiff,,,
991011590741004641,http://hdl.handle.net/11084/30327,"""Super 8 Motel Sign""",slide,reformatted digital,image/jpeg,,,
991011590741104641,http://hdl.handle.net/11084/6118,"""Martha [002]""",program,reformatted digital,application/pdf,,,
991011590741204641,http://hdl.handle.net/11084/6472,"""View of the North and East Sides of Stewart Library""",photograph,reformatted digital,image/tiff,,,
991011590741304641,http://hdl.handle.net/11084/6278,"""Central Park, Grinnell, Iowa""",photograph,reformatted digital,image/tiff,,,
991011590741404641,http://hdl.handle.net/11084/6470,"""Exterior View of Stewart Library [002]""",photograph,reformatted digital,image/tiff,,,
991011590741504641,http://hdl.handle.net/11084/6271,"""Tannery in Grinnell, Iowa""",photograph,reformatted digital,image/tiff,,,
991011590741604641,http://hdl.handle.net/11084/6270,"""Tile Factory South of Grinnell, Iowa""",photograph,reformatted digital,image/tiff,,,
991011590741704641,http://hdl.handle.net/11084/6469,"""View of Interior Doors""",photograph,reformatted digital,image/tiff,,,
991011590741804641,http://hdl.handle.net/11084/6261,"""Rowboat on Arbor Lake""",postcard,reformatted digital,image/tiff,,,
991011590741904641,http://hdl.handle.net/11084/6467,"""Exterior view of Stewart Library [001]""",photograph,reformatted digital,image/tiff,,,
991011590742004641,http://hdl.handle.net/11084/6260,"""Arbor Lake, Grinnell, Iowa -- 87""",postcard,reformatted digital,image/tiff,,,
991011590742104641,http://hdl.handle.net/11084/30326,"""5th Avenue Plaza""",slide,reformatted digital,image/jpeg,,,
991011590742204641,http://hdl.handle.net/11084/6466,"""Library Stacks in Stewart Library""",photograph,reformatted digital,image/tiff,,,
991011590742304641,http://hdl.handle.net/11084/6065,"""Bell Camera Company, Grinnell, Ia.""",photograph,reformatted digital,image/tiff,,,
991011590742404641,http://hdl.handle.net/11084/6259,"""Main Street, Grinnell, Iowa [002]""",postcard,reformatted digital,image/tiff,,,
991011590742504641,http://hdl.handle.net/11084/6464,"""Rear View of Stewart Library""",photograph,reformatted digital,image/tiff,,,
991011590742604641,http://hdl.handle.net/11084/6117,"""Martha [001]""",program,reformatted digital,application/pdf,,,
991011590742704641,http://hdl.handle.net/11084/6258,"""Colonial Theater, Grinnell, Iowa  922""",postcard,reformatted digital,image/tiff,,,
991011590742804641,http://hdl.handle.net/11084/6116,"""Passers-by""",program,reformatted digital,application/pdf,,,
991011590742904641,http://hdl.handle.net/11084/6257,"""Post Office, Grinnell, Iowa  878""",postcard,reformatted digital,image/tiff,,,
991011590743004641,http://hdl.handle.net/11084/6463,"""Interior view of Stewart Library""",photograph,reformatted digital,image/tiff,,,
991011590743104641,http://hdl.handle.net/11084/6115,"""Pioneers of Progress""",program,reformatted digital,application/pdf,,,
991011590743204641,http://hdl.handle.net/11084/6256,"""Arbor Lake, Grinnell, Iowa""",postcard,reformatted digital,image/tiff,,,
991011590743304641,http://hdl.handle.net/11084/6460,"""Story Time with Mrs. Wilson""",photograph,born digital,image/tiff,,,
991011590743404641,http://hdl.handle.net/11084/6255,"""Arbor Lake, Grinnell, Iowa -- 19""",postcard,reformatted digital,image/tiff,,,
991011590743504641,http://hdl.handle.net/11084/6457,"""Marian Dunham and Mr. Thompson""",photograph,reformatted digital,image/tiff,,,
991011590743604641,http://hdl.handle.net/11084/6254,"""Traveling Circus in Grinnell""",postcard,reformatted digital,image/tiff,,,
991011590743704641,http://hdl.handle.net/11084/6064,"""Horse-drawn delivery wagons""",photograph,reformatted digital,image/tiff,,,
991011590743804641,http://hdl.handle.net/11084/6456,"""Bench in Children's Room, Stewart Library""",photograph,reformatted digital,image/tiff,,,
991011590743904641,http://hdl.handle.net/11084/6252,"""Spaulding Stock Chassis Making World's Record [001]""",postcard,reformatted digital,image/tiff,,,
991011590744004641,http://hdl.handle.net/11084/30276,"""1923 Prairie Street""",slide,reformatted digital,image/jpeg,,,
991011590744104641,http://hdl.handle.net/11084/6063,"""Great Grinnell Cyclone [002]""",photograph,reformatted digital,image/tiff,,,
991011590744204641,http://hdl.handle.net/11084/30325,"""Grinnell Farmers Market Sign""",slide,reformatted digital,image/jpeg,,,
991011590744304641,http://hdl.handle.net/11084/6168,"""Canning Factory, Grinnell, IA --90--""",postcard,reformatted digital,image/tiff,,,
991011590744404641,http://hdl.handle.net/11084/6455,"""Stewart Library [009]""",photograph,reformatted digital,image/tiff,,,
991011590744504641,http://hdl.handle.net/11084/6114,"""True Story""",advertisement,reformatted digital,application/pdf,,,
991011590744604641,http://hdl.handle.net/11084/30275,"""509 Harrison""",slide,reformatted digital,image/jpeg,,,
991011590744704641,http://hdl.handle.net/11084/6239,"""Main Street, South from Fifth Avenue, Grinnell, Iowa""",postcard,reformatted digital,image/tiff,,,
991011590744804641,http://hdl.handle.net/11084/6167,"""Manufacturing district, Grinnell, Iowa --1--""",postcard,reformatted digital,image/tiff,,,
991011590744904641,http://hdl.handle.net/11084/6238,"""Stewart Library [005]""",photograph,reformatted digital,image/tiff,,,
991011590745004641,http://hdl.handle.net/11084/6166,"""Spaulding Plant [001]""",photograph,reformatted digital,image/tiff,,,
991011590745104641,http://hdl.handle.net/11084/6062,"""First Schoolhouse in Sugar Creek Township""",photograph,reformatted digital,image/tiff,,,
991011590745204641,http://hdl.handle.net/11084/30324,"""Pizza Hut [002]""",slide,reformatted digital,image/jpeg,,,
991011590745304641,http://hdl.handle.net/11084/6454,"""Dorothy Dunham at Stewart Library""",photograph,reformatted digital,image/tiff,,,
991011590745404641,http://hdl.handle.net/11084/6113,"""Penrod""",program,reformatted digital,application/pdf,,,
991011590745504641,http://hdl.handle.net/11084/30274,"""1915 Prairie Street""",slide,reformatted digital,image/jpeg,,,
991011591179104641,http://hdl.handle.net/11084/23040,"""Geoff Peak Interview""",sound,born digital,video/mpeg,,,
991011591179204641,http://hdl.handle.net/11084/19501,"""Don Smith Interview""",sound,born digital,video/mpeg,,,
991011591179304641,http://hdl.handle.net/11084/23249,"""Gertrude Ruff [001]""",photograph,reformatted digital,,,,
991011591179404641,http://hdl.handle.net/11084/26615,"""Pipe Organ in Old Stone Church""",photograph,reformatted digital,,,,
991011591179504641,http://hdl.handle.net/11084/23248,"""Ina Sprague [002]""",photograph,reformatted digital,,,,
991011591179604641,http://hdl.handle.net/11084/26614,"""Congregational Church before 1952""",photograph,reformatted digital,,,,
991011591179704641,http://hdl.handle.net/11084/23247,"""Lena M. Sprague""",photograph,reformatted digital,,,,
991011591179804641,http://hdl.handle.net/11084/26613,"""Montezuma North Side Square""",photograph,reformatted digital,,,,
991011591179904641,http://hdl.handle.net/11084/23246,"""Edwin Parish""",photograph,reformatted digital,,,,
991011591180004641,http://hdl.handle.net/11084/26612,"""Grinnell Center School Grade Eight, 1905""",photograph,reformatted digital,,,,
991011591180104641,http://hdl.handle.net/11084/23245,"""Herman H. Sprague""",photograph,reformatted digital,,,,
991011591180204641,http://hdl.handle.net/11084/26611,"""Farm Equipment Show""",photograph,reformatted digital,,,,
991011591180304641,http://hdl.handle.net/11084/26589,"""Emeline Allen Cook [002]""",photograph,reformatted digital,,,,
991011591180404641,http://hdl.handle.net/11084/23244,"""Ralph Lyman Longley [001]""",photograph,reformatted digital,,,,
991011591180504641,http://hdl.handle.net/11084/26559,"""Henry W. Spaulding [003]""",photograph,reformatted digital,,,,
991011591180604641,http://hdl.handle.net/11084/23243,"""Ella Farley Sprague""",photograph,reformatted digital,,,,
991011591180704641,http://hdl.handle.net/11084/23292,"""Fay L. Matteson""",photograph,reformatted digital,,,,
991011591180804641,http://hdl.handle.net/11084/23242,"""Henry W. Spaulding [001]""",photograph,reformatted digital,,,,
991011591180904641,http://hdl.handle.net/11084/23291,"""Ona Neely""",photograph,reformatted digital,,,,
991011591181004641,http://hdl.handle.net/11084/23241,"""Rachel M. Newton Traggardh""",photograph,reformatted digital,,,,
991011591181104641,http://hdl.handle.net/11084/23290,"""Students from unknown Gilman school""",photograph,reformatted digital,,,,
991011591181204641,http://hdl.handle.net/11084/23240,"""Lyman A. Longley""",photograph,reformatted digital,,,,
991011591181304641,http://hdl.handle.net/11084/23289,"""Mary Taylor""",photograph,reformatted digital,,,,
991011591181404641,http://hdl.handle.net/11084/23239,"""Alex Manson""",photograph,reformatted digital,,,,
991011591181504641,http://hdl.handle.net/11084/23288,"""Webster Girls""",photograph,reformatted digital,,,,
991011591181604641,http://hdl.handle.net/11084/23238,"""Bell Tower and Steeple of Old Stone Church""",photograph,reformatted digital,,,,
991011591181704641,http://hdl.handle.net/11084/23287,"""Students from unknown Poweshiek rural school""",photograph,reformatted digital,,,,
991011591181804641,http://hdl.handle.net/11084/23237,"""Mary Maroe Pearson Simpson""",photograph,reformatted digital,,,,
991011591181904641,http://hdl.handle.net/11084/23286,"""Marshall Talbot""",photograph,reformatted digital,,,,
991011591182004641,http://hdl.handle.net/11084/23236,"""First Methodist Church""",photograph,reformatted digital,,,,
991011591182104641,http://hdl.handle.net/11084/23285,"""Broad and Fourth Looking West""",photograph,reformatted digital,,,,
991011591182204641,http://hdl.handle.net/11084/23235,"""Ina Sprague [001]""",photograph,reformatted digital,,,,
991011591182404641,http://hdl.handle.net/11084/23284,"""Unknown male""",photograph,reformatted digital,,,,
991011591182504641,http://hdl.handle.net/11084/23234,"""Emily Smith Manatt""",photograph,reformatted digital,,,,
991011591182604641,http://hdl.handle.net/11084/26652,"""Peak Family ?""",photograph,reformatted digital,,,,
991011591182704641,http://hdl.handle.net/11084/23283,"""Second Grade, Parker School, Grinnell, Iowa circa 1901""",photograph,reformatted digital,,,,
991011591182804641,http://hdl.handle.net/11084/23233,"""Ferdinand J. Kiesel""",photograph,reformatted digital,,,,
991011591182904641,http://hdl.handle.net/11084/26651,"""Portion of Train on Iowa Central, east of track""",photograph,reformatted digital,,,,
991011591183004641,http://hdl.handle.net/11084/23282,"""James H. Bonesteel and Alice Brent Bonesteel""",photograph,reformatted digital,,,,
991011591183104641,http://hdl.handle.net/11084/23232,"""Helen Scott""",photograph,reformatted digital,,,,
991011591183204641,http://hdl.handle.net/11084/26650,"""Margaret Kiesel and audience""",photograph,reformatted digital,,,,
991011591183304641,http://hdl.handle.net/11084/23281,"""Annie Jones Williams""",photograph,reformatted digital,,,,
991011591183404641,http://hdl.handle.net/11084/23231,"""Millie Magoun Miller""",photograph,reformatted digital,,,,
991011591183504641,http://hdl.handle.net/11084/26649,"""William Oelke, Rose Stoops, and Floyd Beaver""",photograph,reformatted digital,,,,
991011591183604641,http://hdl.handle.net/11084/23280,"""Leila Mabel Williams""",photograph,reformatted digital,,,,
991011591183704641,http://hdl.handle.net/11084/23230,"""C. H. McCormick and Family""",photograph,reformatted digital,,,,
991011591183804641,http://hdl.handle.net/11084/23279,"""Adam Woomer""",photograph,reformatted digital,,,,
991011591183904641,http://hdl.handle.net/11084/26648,"""Runners at starting line for Grinnell's 125th Anniversary Race""",photograph,reformatted digital,,,,
991011591184004641,http://hdl.handle.net/11084/23229,"""Cooper School Sixth Grade 1950-51""",photograph,reformatted digital,,,,
991011591184104641,http://hdl.handle.net/11084/23278,"""Viola Williams""",photograph,reformatted digital,,,,
991011591184204641,http://hdl.handle.net/11084/26647,"""Tony Peterson driving fire truck in parade""",photograph,reformatted digital,,,,
991011591184304641,http://hdl.handle.net/11084/23228,"""Hoyt and June Veber""",photograph,reformatted digital,,,,
991011591184404641,http://hdl.handle.net/11084/23277,"""Grandma Turner""",photograph,reformatted digital,,,,
991011591184504641,http://hdl.handle.net/11084/26646,"""Rose Stoops Day Visitors""",photograph,reformatted digital,,,,
991011591184604641,http://hdl.handle.net/11084/23227,"""Mud Puddle on Main Street""",photograph,reformatted digital,,,,
991011591184704641,http://hdl.handle.net/11084/23276,"""Garrett Polhemus Wyckoff, Sr.""",photograph,reformatted digital,,,,
991011591184804641,http://hdl.handle.net/11084/26645,"""Restored 1926 Chevy truck""",photograph,reformatted digital,,,,
991011591184904641,http://hdl.handle.net/11084/23275,"""Emma Perry Beebe""",photograph,reformatted digital,,,,
991011591185004641,http://hdl.handle.net/11084/23226,"""Buildings along Rock Island railroad line""",photograph,reformatted digital,,,,
991011591185104641,http://hdl.handle.net/11084/26644,"""Cyclone Wreckage General View, Looking West""",photograph,reformatted digital,,,,
991011591185204641,http://hdl.handle.net/11084/23274,"""Addie R. Morrison""",photograph,reformatted digital,,,,
991011591185304641,http://hdl.handle.net/11084/23225,"""Stella Bartlett with love to Ethel""",photograph,reformatted digital,,,,
991011591185404641,http://hdl.handle.net/11084/26643,"""613 Sixth Avenue, Grinnell, Iowa""",photograph,reformatted digital,,,,
991011591185504641,http://hdl.handle.net/11084/23273,"""Glen C. Woomer""",photograph,reformatted digital,,,,
991011591185604641,http://hdl.handle.net/11084/23224,"""First Congregational Church Interior""",photograph,reformatted digital,,,,
991011591185704641,http://hdl.handle.net/11084/26642,"""Ethel M. Stewart home""",photograph,reformatted digital,,,,
991011591185804641,http://hdl.handle.net/11084/23272,"""Emeline Allen Cook [001]""",photograph,reformatted digital,,,,
991011591185904641,http://hdl.handle.net/11084/23223,"""George F. Magoun""",photograph,reformatted digital,,,,
991011591186004641,http://hdl.handle.net/11084/26641,"""J.W. Harpster house""",photograph,reformatted digital,,,,
991011591186104641,http://hdl.handle.net/11084/23271,"""Henry W. Spaulding [002]""",photograph,reformatted digital,,,,
991011591186204641,http://hdl.handle.net/11084/23222,"""First Congregational Church before steeple""",photograph,reformatted digital,,,,
991011591186304641,http://hdl.handle.net/11084/26640,"""609 Sixth Avenue, Grinnell, Iowa""",photograph,reformatted digital,,,,
991011591186404641,http://hdl.handle.net/11084/23270,"""Annie Williams Woomer [003]""",photograph,reformatted digital,,,,
991011591186504641,http://hdl.handle.net/11084/23221,"""Original Chancel of Newburg Congregational Church""",photograph,reformatted digital,,,,
991011591186604641,http://hdl.handle.net/11084/26639,"""1006-1008 Pearl Street, Grinnell, Iowa""",photograph,reformatted digital,,,,
991011591186704641,http://hdl.handle.net/11084/23269,"""An Uncomfortable Sleep""",photograph,reformatted digital,,,,
991011591186804641,http://hdl.handle.net/11084/23220,"""Anna Marie Stewart""",photograph,reformatted digital,,,,
991011591186904641,http://hdl.handle.net/11084/26638,"""Fred E. Spaulding home""",photograph,reformatted digital,,,,
991011591187004641,http://hdl.handle.net/11084/23268,"""Emery S. Bartlett in horse-drawn buggy""",photograph,reformatted digital,,,,
991011591187104641,http://hdl.handle.net/11084/23219,"""Congregational Church from Above""",photograph,reformatted digital,,,,
991011591187204641,http://hdl.handle.net/11084/26637,"""J. P. Lyman home""",photograph,reformatted digital,,,,
991011591187304641,http://hdl.handle.net/11084/23267,"""William Calvin Williams""",photograph,reformatted digital,,,,
991011591187404641,http://hdl.handle.net/11084/23266,"""Emma A. Cook Utley""",photograph,reformatted digital,,,,
991011591187504641,http://hdl.handle.net/11084/23218,"""Parker School, Grinnell, Grade One, 1900""",photograph,reformatted digital,,,,
991011591187604641,http://hdl.handle.net/11084/26636,"""Longley farm home""",photograph,reformatted digital,,,,
991011591187704641,http://hdl.handle.net/11084/23265,"""Marian Alice Cook Williams""",photograph,reformatted digital,,,,
991011591187804641,http://hdl.handle.net/11084/26635,"""WWI soldiers""",photograph,reformatted digital,,,,
991011591187904641,http://hdl.handle.net/11084/23217,"""Zelma Zentmire Polishing the Kiesel Organ""",photograph,reformatted digital,,,,
991011591188004641,http://hdl.handle.net/11084/23264,"""Annie Williams Woomer [002]""",photograph,reformatted digital,,,,
991011591188104641,http://hdl.handle.net/11084/26634,"""Grinnell Cyclone Damage 1882""",photograph,reformatted digital,,,,
991011591188204641,http://hdl.handle.net/11084/23216,"""M.K. Merritt and Eugene Scott Merritt""",photograph,reformatted digital,,,,
991011591188304641,http://hdl.handle.net/11084/23263,"""Fannie R. Buchanan""",photograph,reformatted digital,,,,
991011591188404641,http://hdl.handle.net/11084/23215,"""Priscilla Trask Wire""",photograph,reformatted digital,,,,
991011591188504641,http://hdl.handle.net/11084/26633,"""Spaulding Four Door Car""",photograph,reformatted digital,,,,
991011591188604641,http://hdl.handle.net/11084/23262,"""Newburg Congregational Church""",photograph,reformatted digital,,,,
991011591188704641,http://hdl.handle.net/11084/23261,"""Glen Robison""",photograph,reformatted digital,,,,
991011591188804641,http://hdl.handle.net/11084/26632,"""Billy Robinson's /""Scout/""""",photograph,reformatted digital,,,,
991011591188904641,http://hdl.handle.net/11084/23214,"""Ralph Longley (1892-1980)""",photograph,reformatted digital,,,,
991011591189004641,http://hdl.handle.net/11084/26631,"""George Richard Ross's Cycle Whirl""",image,reformatted digital,,,,
991011591189104641,http://hdl.handle.net/11084/23260,"""Margaret Amanda Pepoon""",photograph,reformatted digital,,,,
991011591189204641,http://hdl.handle.net/11084/23213,"""Thomas P. Matteson 1821-1890""",photograph,reformatted digital,,,,
991011591189304641,http://hdl.handle.net/11084/26630,"""1920s car in Grinnell parade""",photograph,reformatted digital,,,,
991011591189404641,http://hdl.handle.net/11084/23212,"""Levi Marsh""",photograph,reformatted digital,,,,
991011591189504641,http://hdl.handle.net/11084/23259,"""Bernetta Aree Williams Watson""",photograph,reformatted digital,,,,
991011591189604641,http://hdl.handle.net/11084/26628,"""Spaulding H advertisement""",photograph,reformatted digital,,,,
991011591189704641,http://hdl.handle.net/11084/23211,"""Alta Ingersoll Matteson""",photograph,reformatted digital,,,,
991011591189804641,http://hdl.handle.net/11084/23258,"""Old South School and Seventh Day Adventist Church""",photograph,reformatted digital,,,,
991011591189904641,http://hdl.handle.net/11084/26627,"""Mason Buggy""",photograph,reformatted digital,,,,
991011591190004641,http://hdl.handle.net/11084/23210,"""Lena Sprague""",photograph,reformatted digital,,,,
991011591190104641,http://hdl.handle.net/11084/23257,"""Marian Ruth Watson""",photograph,reformatted digital,,,,
991011591190204641,http://hdl.handle.net/11084/26626,"""Spaulding Racer""",photograph,reformatted digital,,,,
991011591190304641,http://hdl.handle.net/11084/23256,"""Ralph Lyman Longley [002]""",photograph,reformatted digital,,,,
991011591190404641,http://hdl.handle.net/11084/21725,"""Margaret Amanda Pepoon 1869-1924""",photograph,reformatted digital,image/tiff,,,
991011591190504641,http://hdl.handle.net/11084/26625,"""Mason & Abel Buggy""",photograph,reformatted digital,,,,
991011591190604641,http://hdl.handle.net/11084/23255,"""Ina Sprague [003]""",photograph,reformatted digital,,,,
991011591190704641,http://hdl.handle.net/11084/21724,"""Mrs. Levi Marsh (Edith Hall) 1815-1903""",photograph,reformatted digital,image/tiff,,,
991011591190804641,http://hdl.handle.net/11084/26624,"""Davis School Teachers, circa 1920""",photograph,reformatted digital,,,,
991011591190904641,http://hdl.handle.net/11084/23254,"""Annie Williams Woomer Turner""",photograph,reformatted digital,,,,
991011591191004641,http://hdl.handle.net/11084/21723,"""Horatio Perry in his ninety-ninth year""",photograph,reformatted digital,image/tiff,,,
991011591191104641,http://hdl.handle.net/11084/26623,"""Reunion of Unknown Group""",photograph,reformatted digital,,,,
991011591191204641,http://hdl.handle.net/11084/23253,"""Homer Hamlin""",photograph,reformatted digital,,,,
991011591191304641,http://hdl.handle.net/11084/21722,"""Pauline Tarrell Wheeler 1896-1970""",photograph,reformatted digital,image/tiff,,,
991011591191404641,http://hdl.handle.net/11084/26622,"""Nine Unknown Girls""",photograph,reformatted digital,,,,
991011591191504641,http://hdl.handle.net/11084/23252,"""Annie Williams Woomer [001]""",photograph,reformatted digital,,,,
991011591191604641,http://hdl.handle.net/11084/21721,"""Minnie R. Sulser Parrott""",photograph,reformatted digital,image/tiff,,,
991011591191704641,http://hdl.handle.net/11084/26621,"""Old Stone Church bell tower""",photograph,reformatted digital,,,,
991011591191804641,http://hdl.handle.net/11084/23251,"""Marian Alice Williams""",photograph,reformatted digital,,,,
991011591191904641,http://hdl.handle.net/11084/21720,"""Ralph L. Longley (1892-1980)""",photograph,reformatted digital,image/tiff,,,
991011591192004641,http://hdl.handle.net/11084/26620,"""First Methodist Church in 1868""",photograph,reformatted digital,,,,
991011591192104641,http://hdl.handle.net/11084/21719,"""Esther K. Woodruff""",photograph,reformatted digital,image/tiff,,,
991011591192204641,http://hdl.handle.net/11084/26619,"""Old Stone Church from NE in 1923""",photograph,reformatted digital,,,,
991011591192304641,http://hdl.handle.net/11084/21718,"""Grinnell Herald Staff circa 1878""",photograph,reformatted digital,image/tiff,,,
991011591192404641,http://hdl.handle.net/11084/26618,"""Newburg Church""",photograph,reformatted digital,,,,
991011591192504641,http://hdl.handle.net/11084/21717,"""George Hamlin Home, 619 Sixth Avenue""",photograph,reformatted digital,image/tiff,,,
991011591192604641,http://hdl.handle.net/11084/26617,"""Broad Street, West of Park, Grinnell, Iowa""",photograph,reformatted digital,,,,
991011591192704641,http://hdl.handle.net/11084/23250,"""Gertrude Ruff [002]""",photograph,reformatted digital,,,,
991011591192804641,http://hdl.handle.net/11084/21716,"""Wesley Cratty 1896-1950""",photograph,reformatted digital,image/tiff,,,
991011591192904641,http://hdl.handle.net/11084/26616,"""Old Stone Church from Fourth Street""",photograph,reformatted digital,,,,
991011591311404641,http://hdl.handle.net/11084/26720,"""Neal Klausner Interview""",sound,digitized other analog,video/mpeg,,,
991011591311504641,http://hdl.handle.net/11084/26719,"""Jim George Interview""",sound,digitized other analog,video/mpeg,,,
991011591311604641,http://hdl.handle.net/11084/26718,"""Charles Delong Interview""",sound,digitized other analog,video/mpeg,,,
991011591311704641,http://hdl.handle.net/11084/26717,"""Alex Moffett Interview""",sound,digitized other analog,video/mpeg,,,
991011591311804641,http://hdl.handle.net/11084/26716,"""Walter Rixen Interview""",sound,digitized other analog,video/mpeg,,,
991011591311904641,http://hdl.handle.net/11084/26715,"""Max Smith Interview""",sound,digitized other analog,video/mpeg,,,
991011591312004641,http://hdl.handle.net/11084/26714,"""Dorothy Pinder Interview""",sound,digitized other analog,video/mpeg,,,
991011591312104641,http://hdl.handle.net/11084/26713,"""Bob Anderson Interview""",sound,digitized other analog,video/mpeg,,,
991011591312204641,http://hdl.handle.net/11084/26712,"""John Pfitsch Interview""",sound,digitized other analog,video/mpeg,,,
991011591312304641,http://hdl.handle.net/11084/26711,"""Kathryn Louden Interview""",sound,digitized other analog,video/mpeg,,,
991011591312404641,http://hdl.handle.net/11084/26710,"""Elizabeth Schultz Interview""",sound,digitized other analog,video/mpeg,,,
991011591312504641,http://hdl.handle.net/11084/23316,"""Velma Hiser Interview""",sound,digitized other analog,video/mpeg,,,
991011591312604641,http://hdl.handle.net/11084/23315,"""Anna Ramsey Interview""",sound,digitized other analog,video/mpeg,,,
991011591312704641,http://hdl.handle.net/11084/23314,"""Lucille 'Sid' Potts Interview""",sound,digitized other analog,video/mpeg,,,
991011591312804641,http://hdl.handle.net/11084/23313,"""Augusta Pederson Interview""",sound,digitized other analog,video/mpeg,,,
991011591312904641,http://hdl.handle.net/11084/23312,"""Martin Pearce Interview""",sound,digitized other analog,video/mpeg,,,
991011591313004641,http://hdl.handle.net/11084/23311,"""John Parish Interview""",sound,digitized other analog,video/mpeg,,,
991011591313104641,http://hdl.handle.net/11084/23310,"""Arthur McDowell Interview""",sound,digitized other analog,video/mpeg,,,
991011591313204641,http://hdl.handle.net/11084/23309,"""Richard (Dick) Sears Interview""",sound,digitized other analog,video/mpeg,,,
991011591313304641,http://hdl.handle.net/11084/23308,"""Dorothy Lannom Interview""",sound,digitized other analog,video/mpeg,,,
991011591313404641,http://hdl.handle.net/11084/23307,"""Virgil Jones Interview""",sound,digitized other analog,video/mpeg,,,
991011591313504641,http://hdl.handle.net/11084/23306,"""Grant Gale Interview""",sound,digitized other analog,video/mpeg,,,
991011591313604641,http://hdl.handle.net/11084/23305,"""Josephine Hartzell Interview""",sound,digitized other analog,video/mpeg,,,
991011591313704641,http://hdl.handle.net/11084/23304,"""Marian Dunham Interview""",sound,digitized other analog,video/mpeg,,,
991011591313804641,http://hdl.handle.net/11084/23303,"""Laura Wieman Interview""",sound,digitized other analog,video/mpeg,,,
